stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1998,38,"San Martin Kalea, Artzai Ona Eliza Aurrean (Donostia)","Buen Pastor [5,16,18,25,33]",43.317393792,-1.98196342655,40,,0,
1999,380,"Katalina Eleizegi 13","Katalina Elicegi 11",43.3047323141,-1.98784258323,40,,0,
2003,39,"San Martin 57",,43.3154129534,-1.98730030693,40,,0,
2004,394,"Etxadi Parkea",,43.3015146317,-1.98889170416,40,,0,
2005,395,"Larratxo 30",Larratxo,43.3118505515,-1.9387727668,40,,0,
2006,399,"Barcelona 35",,43.3111382962,-1.97206943514,40,,0,
2007,4,"Antso Jakituna 12/Sancho El Sabio 12","Antso Jakituna 12/S. El S. 12",43.3102628024,-1.98027114962,40,,0,
2008,40,Ondarreta,"Ondarreta (L5,25)",43.3151740545,-2.00038248891,40,,0,
2009,401,"Matigotxotegi Parking",Matigotxotegi-Parking,43.3183551336,-1.96369282325,40,,0,
2010,402,"Juan Zaragueta",,43.3112627371,-1.97120721221,40,,0,
2012,405,"Barcelona 10",,43.3092488826,-1.97158592896,40,,0,
2013,41,Esklabak,"Esklabak (L5,16,25,35)",43.3144425589,-2.00266731444,40,,0,
2014,410,Leosiñeta,,43.3122013532,-1.93687921496,40,,0,
2015,411,"Altzako Anbulategia","Altzako Ambulatorioa",43.3165773757,-1.93239498937,40,,0,
2016,413,"Altzako Anbulategia","Larratxo 98",43.3165773757,-1.93239498937,40,,0,
2017,416,"Urgull-Cementerio De Los Ingleses","Urgull Cem. De Los Ingleses",43.326026037,-1.98851555652,40,,0,
2018,417,"Estadio De Anoeta, Amara (Donostia)","Errondo Anoeta",43.3024703999,-1.97471388674,40,,0,
2019,418,Zorroaga,Zorroaga-Anoeta,43.3033723183,-1.97305668979,40,,0,
2021,42,"Zumalakarregi 21","Zumalaka.21(L5,24,25,33,35,40)",43.3134947938,-2.00456680139,40,,0,
2022,420,Errondo-Salaberria,"Errondo -J.M. Salaberria",43.3025591648,-1.98053276251,40,,0,
2023,421,"Zubiaurre Puente","Zubiaurre Puente.",43.3203531563,-1.95161697175,40,,0,
2025,423,"Katalina Eleizegi 1","Katalina Elicegi 1",43.3063343312,-1.98741636037,40,,0,
2026,424,"Oriamendi - Ibermatica","Oriamendi 112",43.2870310866,-1.98765850582,40,,0,
2027,425,"Mikeletegi 12",,43.2880105106,-1.9821500273,40,,0,
2028,426,"Poliklinika Ii",,43.2902154605,-1.97982349319,40,,0,
2029,427,"Policlinica, Miramon (Donostia)","Poliklinika I",43.2906059733,-1.98023942252,40,,0,
2030,428,"Intxaurdegi - Ibermatica",Intxaurdegi,43.287017193,-1.98705142614,40,,0,
2031,429,"Oriamendi - Katxola",Katxola,43.2902364782,-1.99033203487,40,,0,
2032,43,"Avda.Tolosa,23 (Donostia)","Magister(L5,,25,24,33,35,40)",43.3116389992,-2.00811230055,40,,0,
2033,430,"Oriamendi 23",,43.2989402517,-1.99133175992,40,,0,
2035,432,Borroto,"Aiete 93",43.3019616471,-1.99034769001,40,,0,
2037,434,"Oriamendi Etxadi",,43.302499548,-1.99098861867,40,,0,
2038,435,"Oriamendi 12",,43.2996426828,-1.99123611508,40,,0,
2039,436,"Oriamendi 68",,43.2932428573,-1.99142212614,40,,0,
2040,437,"Katalina Eleizegi 25","Katalina Elicegi 25",43.3032887694,-1.98713138946,40,,0,
2041,439,"Oriamendi 86",,43.2902100399,-1.99056015739,40,,0,
2042,44,"Avda Tolasa, Frente La Camara De Guipúzcoa (Donostia)","Unibertsitatea T.77 (L5,25,35)",43.3074979402,-2.00870195643,40,,0,
2043,440,Oriamendi,"Oriamendi Pakea",43.2948670312,-1.99197853931,40,,0,
2044,441,"Alto Molinao",,43.3123084663,-1.92274560061,40,,0,
2046,443,"Ubarburu 32",,43.3016161837,-1.94696362471,40,,0,
2047,444,"Ubarburu 44",,43.3000678308,-1.94494416629,40,,0,
2048,445,"Ubarburu 54",,43.2963493356,-1.94283234122,40,,0,
2049,446,"Ubarburu 55",,43.297373883,-1.94155882395,40,,0,
2050,447,"Ubarburu 37",,43.2994238982,-1.94358512948,40,,0,
2051,448,"Ubarburu 13",,43.302635571,-1.94905269887,40,,0,
2053,45,Lorea,"Tolosa 111 (L5,24,25,)",43.3052206876,-2.00644627306,40,,0,
2059,455,Legazpi,,43.32181568,-1.98223335043,40,,0,
2062,458,Autonomia,,43.3137294044,-1.98232633882,40,,0,
2063,459,"San Roque 2",,43.313402445,-1.98537984798,40,,0,
2064,46,"Amerika Plaza - Errotaburu","Amerika Pza.",43.3022855692,-2.00373662945,40,,0,
2065,460,"Larratxo 30",,43.3118505515,-1.9387727668,40,,0,
2066,461,"Dsan Roque 18","San Roque 18",43.3126651259,-1.985628045,40,,0,
2067,462,"Beloka 1",,43.3123007927,-1.98657546485,40,,0,
2068,463,"Beloka 15",,43.3131873492,-1.98868488354,40,,0,
2070,465,"Dlazkano 2","Lazkano 2",43.310527248,-1.9891105846,40,,0,
2071,466,Txingurri,"Txingurri 8",43.3179275185,-1.93901649867,40,,0,
2072,467,"Lazkano 57 Ii","Lazkano 57",43.3082960028,-1.98993820053,40,,0,
2073,468,"Lazkano 41",,43.3094686953,-1.99016622234,40,,0,
2074,469,"San Roque 65",,43.3116418529,-1.98848645108,40,,0,
2075,47,"Errotaburu 5",,43.3005965132,-2.0046441026,40,,0,
2076,470,"San Roque 62","San Roque 58",43.3117789165,-1.98526954473,40,,0,
2077,471,"San Roke 12","San Roque 13",43.3124099113,-1.9840623727,40,,0,
2078,472,"San Roque 7",,43.3127913649,-1.98423376419,40,,0,
2079,473,"Plza Easo","Plaza Easo",43.3140356079,-1.98206305902,40,,0,
2080,474,"Askatasunaren Etorb. 3 / Avda. De La Libertad 3","Askata. 3 (13,31,33,)",43.320356,-1.979685,40,,0,
2081,475,Nazaret,,43.3200837526,-1.97170367278,40,,0,
2082,476,Onkologikoa,,43.3194752459,-1.97277489684,40,,0,
2086,48,Zuatzu,,43.2979390974,-2.00751962046,40,,0,
2090,487,"Jai Alai 8","Jai Alai  8",43.3207882961,-1.96805702,40,,0,
2091,488,"Aldapabide 14","Aldapabide  14",43.3202476981,-1.96733046867,40,,0,
2092,489,"Aldakonea 69",,43.319463437,-1.96796646862,40,,0,
2093,49,"Errotaburu 6",,43.3007288499,-2.00479968777,40,,0,
2094,490,Aldakonea-Alaiondo,"Aldakonea-Alai Ondo",43.3194639061,-1.96948908397,40,,0,
2095,491,"Konkorrenea Parrokia",Konkorrenea-Parrokia,43.3191589881,-1.97027246087,40,,0,
2096,492,"Konkorrenea 23",,43.3187038969,-1.9721424359,40,,0,
2097,493,"Aldakonea Zuhaizti",,43.3207896959,-1.97365172325,40,,0,
2098,494,"Euskadi Plaza","Plaza Euskadi",43.3211080278,-1.97721602351,40,,0,
2099,495,"Askatasunaren Etorb.19/Avda. De La Libertad 19","Askat.19/Libertad19 ( L36)",43.3195044361,-1.98201800234,40,,0,
2101,497,"Errondoko Gaina 49/Alto De Errondo 49","Alto De Errondo 49",43.3021475043,-1.98280856765,40,,0,
2102,498,"Parking Loiola",,43.3114357081,-1.96927132056,40,,0,
2103,499,"Ubarburu 14",,43.3025000104,-1.94908926959,40,,0,
2104,5,"Plaza Pio Xii., Frente Nº 1 (Donostia)","S.Esabio28 (21,23,26,28,32,37)",43.3079571334,-1.97979421351,40,,0,
2105,50,"Unibertsitatea Salida","Tolosa 138",43.3022849132,-2.00409833446,40,,0,
2106,500,"Ubarburu 31",,43.3012375599,-1.94624160934,40,,0,
2107,501,"Ubarburu 5",,43.3023396762,-1.95198510114,40,,0,
2109,503,Errondo-Podavines,,43.3022895795,-1.98036328327,40,,0,
2112,506,"C/Zubieta, 18 (Donostia)","Zubieta 14 (L16,18)",43.3172498816,-1.98556251679,40,,0,
2113,507,Ategorrieta,,43.3220533141,-1.96777250468,40,,0,
2114,508,Herrera,"Plaza San Luis",43.3197859334,-1.93808331019,40,,0,
2115,509,"Mikeletegi 6",,43.2868470852,-1.98554435863,40,,0,
2116,51,Lorea,"Zarautz 90",43.3052951241,-2.00487251778,40,,0,
2117,510,"Mikeletegi 5",,43.2869567394,-1.98568346257,40,,0,
2118,511,"Merkezabal 13",,43.3022569634,-1.98668777279,40,,0,
2119,512,"Borroto 20",,43.3026616696,-1.98916524322,40,,0,
2120,513,"Fronton Toki Eder","Frontón Toki Eder",43.3224385489,-1.95988396106,40,,0,
2121,514,"Mikel Gardoki","Mikel Gardoki-Lore Toki",43.3238081117,-1.96033336221,40,,0,
2122,515,Arbola,"Larraga Arbola",43.3235986254,-1.96162832372,40,,0,
2123,516,"Rodil 83","Rodil 91",43.3244829841,-1.96390822776,40,,0,
2124,517,"Rodil 69",,43.3256366976,-1.96477361493,40,,0,
2125,518,"Rodil 53","Rodil 55",43.3262051709,-1.96517122167,40,,0,
2126,519,Manteo,,43.3255550344,-1.96775716562,40,,0,
2127,52,"Zarautz Etorb. 60","Zarautz 60",43.3077192963,-2.00724197867,40,,0,
2130,522,"Federico Garcia Lorca 6","F. G. Lorca 6",43.3144232015,-1.97757705015,40,,0,
2133,525,"Gregorio Ordoñez",,43.3059443988,-1.97369754647,40,,0,
2134,526,"Zorroagako Gaina","Zorroagako Gaina 1",43.3034049554,-1.96889710954,40,,0,
2135,527,Mendigain,Mendiagain,43.3062032177,-1.96721524121,40,,0,
2136,528,"Zorroagako Gaina 2","Zorroagako Gaina",43.301838154,-1.96798692708,40,,0,
2137,529,Ospitaleak-Larrañategi,,43.2939870585,-1.96682332955,40,,0,
2138,53,"Resureccion M¬ De Azkue","R.M. Azkue",43.3104090658,-2.00831668857,40,,0,
2142,533,"Zubiaurre 44",,43.3201227056,-1.95680422613,40,,0,
2147,538,"Pasai San Pedro 49",,43.3224666666,-1.93752869104,40,,0,
2148,539,"Plaza Del Cedro,11 (Donostia)","Pasai San Pedro 25",43.3221122044,-1.93993301048,40,,0,
2149,54,"Benta Berri",,43.3122263519,-2.00491575266,40,,0,
2150,540,"Larratxo 11",,43.3169673449,-1.93959468924,40,,0,
2151,541,"Larratxo 20",,43.314302061,-1.93966447072,40,,0,
2152,542,"Eskalantegi 15",,43.3183670927,-1.91938042472,40,,0,
2153,543,"Eskalantegi 58",,43.3160200565,-1.91876701885,40,,0,
2154,544,"Molinao Plaza",,43.3129111255,-1.92087877939,40,,0,
2155,545,"Darieta 141",,43.3175728842,-1.92106560893,40,,0,
2156,546,"Darieta 13",,43.3193850799,-1.92251975682,40,,0,
2157,547,Polikiroldegia,"Darieta Polideportivo",43.3187284371,-1.92718073627,40,,0,
2158,548,"Txingurri 24","Txingurri  29",43.316310256,-1.94139666968,40,,0,
2159,549,"Txingurri 7",,43.3181798248,-1.93863309449,40,,0,
2160,55,Matia,,43.3143632246,-2.00144417407,40,,0,
2161,550,"Plaza Del Cedro,11 (Donostia)","P. San Pedro-Bidebieta",43.3218843463,-1.93990295879,40,,0,
2162,551,"Pasai San Pedro 49","Passai San Pedro-Azkuene",43.3224666666,-1.93752869104,40,,0,
2163,552,"Azkuene 35",,43.3257902778,-1.93847638046,40,,0,
2164,553,"Azkuene Plaza",,43.324283397,-1.93767252409,40,,0,
2165,554,"Larratxo 46, Bianka","Larratxo 46-I",43.3135658126,-1.93785164071,40,,0,
2166,555,"Zorroagako Gaina 76",,43.2982073442,-1.96574613843,40,,0,
2167,556,"Zorroagako Gaina 134",,43.2945299661,-1.96510155993,40,,0,
2169,558,"Askatasuna 5/ Libertad 5","Askata. 5(8,9,29)",43.3202988642,-1.97987247349,40,,0,
2170,559,"Salamanca Paseoa","Pº Salamanca",43.3240096386,-1.98126340755,40,,0,
2171,56,"Boulevrad 13","Boulevard 15 ( L26)",43.3223154807,-1.98337885686,40,,0,
2172,560,"Sociedad Fotografica",Fotográfica,43.3258775736,-1.98452345691,40,,0,
2173,561,"Parking Paseo Nuevo","Pº Nuevo I",43.3248164386,-1.99345844366,40,,0,
2174,562,"Urgull-Santiagoko Bateria",Urgull,43.3240942464,-1.99078397182,40,,0,
2175,563,"Parking Paseo Nuevo","Pº Nuevo Ii",43.3248164386,-1.99345844366,40,,0,
2176,564,"San Telmo",,43.3255144939,-1.98380765214,40,,0,
2177,565,Aldamar-Bretxa,,43.3238925728,-1.98271280861,40,,0,
2178,566,"Pinos 7",,43.3060082309,-1.99836861846,40,,0,
2180,568,"Lazkano 57 I","Lazkano 57 Ii",43.3083735785,-1.98977316722,40,,0,
2181,569,"Palacion De Aiete","Aieteko Jauregia Ii",43.3044156799,-1.99228149929,40,,0,
2182,57,"Iparragirre 8",,43.322255424,-1.97548736343,40,,0,
2183,570,"Mundaiz Zubia","Puente Mundaiz",43.3131347204,-1.97778569456,40,,0,
2184,571,"Arriola 87",,43.3120577281,-2.01645296756,40,,0,
2185,572,"Arriola 32 Ii","Arriola 32 Piscinas",43.3114229026,-2.01576475538,40,,0,
2186,573,"Pakea Ii",Pakea,43.3110985358,-2.01422366203,40,,0,
2187,574,"Arriola 15",,43.3104324947,-2.01206990901,40,,0,
2188,575,"Urnieta 20",,43.310633899,-2.01563445351,40,,0,
2189,576,Julianategi,Julianategi-Universidad,43.3095793796,-2.01069790446,40,,0,
2190,577,Tontorgoxo,,43.3108465316,-2.0123908082,40,,0,
2191,578,"Arriola 26",,43.3111918271,-2.0140691017,40,,0,
2192,579,"Arriola 32 I","Arriola 32",43.3115791429,-2.01573669694,40,,0,
2193,58,"Zubiaurre 64",,43.3200194467,-1.95392246676,40,,0,
2194,580,"Arriola 89",,43.3119785481,-2.01616426885,40,,0,
2196,582,"Diario Vasco","Ibaeta Diario Vasco",43.3038191846,-2.00850460722,40,,0,
2197,583,"Urnieta 9",,43.3102261456,-2.01403042586,40,,0,
2198,59,Collado-Morlans,,43.3071513197,-1.98137002001,40,,0,
2199,6,"Madrid Etorb. 14/Avda Madrid 14","Madrid 14 (L26,28)",43.3044188527,-1.97685518858,40,,0,
2200,60,"Nafarroa Etorb. 34","Nafarroa 34",43.3237675532,-1.96835246377,40,,0,
2201,61,"Arbos Musikaria","Arbós Musikaria/M. Arbós Z.10",43.3211407765,-1.9650442006,40,,0,
2202,62,"Arbos Musikaria","Arbós Musikaria/Maestro Arbós",43.3212297442,-1.96511851954,40,,0,
2203,63,"Intxaurrondoko Geralekua","Renfe Intxaurrondo Z.27",43.3202398414,-1.96031119914,40,,0,
2204,64,"Intxaurrondoko Geralekua (Renfe)","Renfe Intxaurrondo",43.3203179958,-1.95978536535,40,,0,
2205,65,"Zarategi 8",,43.3185314377,-1.95850769072,40,,0,
2206,66,Gaztelu,,43.3183571947,-1.9562811571,40,,0,
2207,67,Lafont,,43.3178158352,-1.95368807805,40,,0,
2208,68,Basotxiki,"Basotxiki (L8,29)",43.3171195396,-1.95147444216,40,,0,
2209,69,Garro,Julimasene,43.3173315082,-1.94697104935,40,,0,
2210,7,"Madrid Etorb. 30/Avda. Madrid 30","Madrid 28",43.3031157089,-1.97554931523,40,,0,
2211,70,Hermosa,"Zubiaurre 117",43.3185429324,-1.94893827277,40,,0,
2212,71,Pellizar,"Zubiaurre 70 (L8,29)",43.3197664024,-1.95136215603,40,,0,
2213,72,Zabaltoki,,43.3201308421,-1.95454853623,40,,0,
2214,73,"Zubiaurre 39",,43.3202346514,-1.95786355306,40,,0,
2215,74,"Ategorrieta 31",,43.3222041392,-1.96795366768,40,,0,
2216,75,"Galtzara Nagusia 27","Gran Vía 21 (L8,14,29,31)",43.3238413652,-1.97328841574,40,,0,
2217,76,"Colon 15","Colón 17(L8,14,17,24,31,33,40)",43.3231696016,-1.97695990876,40,,0,
2218,77,"Askatasunaren Etorb. 6/Avda. De La Libertad 6","Askatasuna 6/Libertad 6",43.320438349,-1.97994148914,40,,0,
2220,79,"Boulevrad 13","Boulevard 13 (L 21)",43.3223154807,-1.98337885686,40,,0,
2221,8,"Toribio Alzaga (Arcco)","Toribio Alzaga",43.3051346545,-1.97381955433,40,,0,
2223,81,"Fruitu Azoka/Mercado De Frutas",Epaitegiak/Juzgados,43.319781528,-1.97453042455,40,,0,
2224,82,Tabacalera,,43.3170681444,-1.97502509197,40,,0,
2225,83,"Egia 24",,43.3164240651,-1.97272566543,40,,0,
2226,84,"Ametzagaina 14",,43.316301053,-1.97071986789,40,,0,
2227,85,"Ametzagaina 36","Mª Reina",43.317524504,-1.96802735082,40,,0,
2228,86,Polloe,"Polloe A.58",43.3181914696,-1.96587706958,40,,0,
2229,87,Tolaregoia,,43.3162073962,-1.9644092434,40,,0,
2230,88,Beharko,,43.3137131566,-1.96089436089,40,,0,
2231,89,"Galizia 18",,43.313909481,-1.95831956711,40,,0,
2232,9,"Debajo De La Estacion De Topo De Loyola (Donostia)","La Salle",43.3105658588,-1.96829100682,40,,0,
2233,90,"Galizia 28",,43.312502746,-1.95574529284,40,,0,
2234,91,Buztintxulo,Bustintxulo,43.3111038289,-1.9529469594,40,,0,
2235,92,"Baratzategi 21","Baratzategi [9, 29]",43.3126430194,-1.95231944663,40,,0,
2236,93,"Txara Ii","Txara Ii (L9,27,29 ,33)",43.3138910312,-1.95599772069,40,,0,
2238,95,"Mons 77",,43.3163996423,-1.95668095582,40,,0,
2239,96,"Cocheras C.T.S.S.","Cocheras C.T.S.S",43.3176255098,-1.9619918088,40,,0,
2240,97,"Karmengo Andre Maria 65/Virgen Del Carmen 65","Virgen Del Carmen 65",43.3189030982,-1.96665896278,40,,0,
2241,98,"Karmengo Andre Maria 43/Virgen Del Carmen 43","Vir.Del Carmen 43 (L9,27, 41)",43.3179115746,-1.96894598878,40,,0,
2242,99,"Egia 17","Egia 17 ( 41)",43.3161824249,-1.97203017849,40,,0,
